ISO_Code,Year,Countries,Economic Freedom Summary Index,Rank,Quartile,Government Consumption,1A data,Transfers and subsidies,1B data,Government enterprises and investment,1C data,Top marginal income tax rate,1Di data,Top marginal income and payroll tax rate,1Dii data,Top marginal tax rate,Size of Government,Judicial independence,Impartial courts,Protection of property rights, Military interference in rule of law and politics,Integrity of the legal system,Legal enforcement of contracts,Regulatory restrictions on the sale of real property,Reliability of police,Business costs of crime,Gender Adjustment,Legal System & Property Rights,Money growth,3A data,Standard deviation of inflation,3B data,Inflation: Most recent year,3C data,Freedom to own foreign currency bank accounts,Sound Money, Revenue from trade taxes (% of trade sector),4Ai data,Mean tariff rate,4Aii data,Standard deviation of tariff rates,4Aiii data,Tariffs, Non-tariff trade barriers,Compliance costs of importing and exporting, Regulatory trade barriers,Black market exchange rates,Foreign ownership/investment restrictions,Capital controls,Freedom of foreigners to visit,Controls of the movement of capital and people,Freedom to trade internationally,Ownership of banks,Private sector credit,Interest rate controls/negative real interest rates),Credit market regulations,Hiring regulations and minimum wage,Hiring and firing regulations,Centralized collective bargaining,Hours Regulations,Mandated cost of worker dismissal,Conscription,Labor market regulations,Administrative requirements,Bureaucracy costs,"Starting
a  business",Extra payments/bribes/favoritism,Licensing restrictions,Tax compliance,Business regulations,Regulation
NOR,2009,Norway,7.5,24,1,1.638180253,34.43018714,4.81253406,19.538,8,19.61,6,40,3,54,4.5,4.737678578,8.705418694,7.514506619,8.442107759,10,10,7.752899898,9.121524194,8.703756998,8.618547422,1,8.762084621,9.671821553,1.640892236,7.70405652,5.739858699,9.566630553,2.166847237,10,9.235627156,9.902225452,0.146661822,8.78,6.1,0,27.511,6.227408484,5.326547527,9.140590684,7.233569106,10,7.278779915,5.384615385,6.526912838,6.396769379,7.464436742,10,9.69879695,10,9.899598983,3.9,3.21481846,4.289806496,6,10,3,5.067437493,4.012961736,2.828282828,9.691406271,9.055630854,6.729594997,9.024788597,6.890444214,7.285826897
OMN,2009,Oman,7.13,55,2,2.058823529,33,9.629155313,1.861,0,,10,0,10,0,10,5.421994711,6.838536581,6.60498496,7.522744803,8.333333333,8.333333333,5.137575707,8.711478488,8.141871718,9.117256188,0.586206897,6.057646159,7.880651929,10.59674036,2.263244979,19.34188755,9.212831107,3.935844465,10,7.339182004,9.38,0.93,8.9,5.5,5.44,11.4,7.906666667,6.939287917,7.929249593,7.434268755,10,6.34737344,5.833333333,7.852783274,6.677830016,8.004691359,10,9.210555066,10,9.736851689,10,5.615222732,7.470551957,10,10,10,8.847629115,5.572963162,,8.635617955,7.956862608,7.69339683,9.305021759,7.832772463,8.805751089
PAK,2009,Pakistan,6.12,109,4,9.1,9.06,9.510081744,2.298,6,26.14,10,20,10,20,10,8.652520436,4.255948257,3.508636318,4.278889288,1.666666667,5,3.553882195,6.030894742,3.43417486,3.693068404,0.740740741,3.425599906,8.94165014,5.291749301,7.711090378,5.722274055,7.270540932,13.64729534,0,5.980820362,7.713333333,3.43,7.22,13.9,5.3852,11.537,6.772844444,5.152789613,7.279904522,6.216347067,10,5.241239826,0.769,0.774379489,2.261539772,6.312682821,8,5.986583823,9,7.662194608,2.233333333,5.35134678,5.873163215,8,2.053750852,10,5.585265697,3.729520888,5.957854406,9.215255047,3.39545952,6.24007505,3.722777178,5.376823681,6.208094662
PAN,2009,Panama,7.25,45,2,6.176470588,19,8.555858311,5.8,8,19.61,8,27,4,43,6,7.183082225,2.515722926,3.824168019,6.240481852,8.333333333,5,2.25658445,7.620183719,4.766549,4.718251852,0.962962963,4.937427125,7.95420645,10.22896775,8.878720913,2.803197718,9.518189392,2.409053041,10,9.087779189,8.937144951,1.594282573,8.56,7.2,6.1376,9.656,7.878248317,6.267859111,8.84801666,7.557937885,10,7.329232944,10,5.310030783,7.546421243,8.245651861,8,9.557641735,10,9.185880578,2.233333333,3.41614937,6.352502222,4,5.920925437,10,5.320485061,4.370894852,3.373493976,9.603655216,4.812124123,8.848235958,4.597104643,5.934251461,6.813539033
PNG,2009,Pap. New Guinea,6.83,75,3,7.797760797,13.48761329,9.116076294,3.744,8,,5,42,3,47,4,7.228459273,,3.8,,7.5,4.166666667,1.010607601,6.96282759,,,0.925925926,4.514389987,7.800617082,10.99691459,6.726233925,8.184415187,8.616334935,6.918325326,5,7.035796486,6.613333333,5.08,9,5,4.88,12.8,6.831111111,,6.173805449,6.173805449,10,,7.692307692,1.880635902,4.786471797,6.947847089,10,6.860215704,10,8.953405235,7.766666667,,,10,6.786183678,10,8.638212586,,,8.18122783,,7.2395997,7.825390665,7.748739398,8.44678574
PRY,2009,Paraguay,6.56,88,3,7.88201491,13.20114931,9.252127578,3.244691788,4,,10,10,7,34,8.5,7.408535622,1.165947287,2.568657181,3.222188087,2.5,3.333333333,4.187770031,8.506083724,2.136063105,4.003365939,1,3.513712076,7.064178468,14.67910766,8.255037726,4.362405684,9.481610653,2.591946734,10,8.700206712,9.086666667,1.37,7.94,10.3,6.704,8.24,7.910222222,5.683920833,5.337128371,5.510524602,10,5.817635933,4.615384615,5.973784631,5.46893506,7.222420471,8,9.212860492,7,8.070953497,4.433333333,3.973670698,6.58269899,8,2.053750852,1,4.340575645,4.019871396,3.257575758,8.300625322,2.988101709,7.458848307,6.513899469,5.42315366,5.944894268
PER,2009,Peru,7.51,22,1,7.754392452,13.63506566,9.291553134,3.1,7,24.34,8,30,4,48,6,7.511486396,2.689204776,3.443889238,4.710809905,7.5,5.833333333,5.06986844,8.782958255,3.470628105,4.30295789,1,5.089294438,8.380652261,8.096738697,9.14199543,2.145011425,9.412753693,2.936231536,10,9.233850346,9.413333333,0.88,8.9,5.5,7.448,6.38,8.587111111,6.714381262,8.096935613,7.405658438,10,7.447472481,7.692307692,9.624430794,8.254736989,8.561876634,8,9.267886873,8,8.422628958,3.9,3.975899338,7.58006249,10,8.41075017,10,7.311118666,2.75986291,3.737373737,8.992692905,5.091851097,7.621134048,5.740455942,5.65722844,7.130325355
PHL,2009,Philippines,6.7,81,3,8.335294118,11.66,10,0.227112905,7,20.44,7,32,7,32,7,8.083823529,3.073351592,3.057867475,4.447736087,5.833333333,4.166666667,3.420207439,7.962866842,4.035334041,5.06930368,0.827586207,4.169604137,8.437408368,7.81295816,9.120420272,2.198949319,9.35483871,3.225806452,5,7.978166838,7.213333333,4.18,8.74,6.3,7.2028,6.993,7.718711111,5.496242839,8.03273859,6.764490714,10,5.728424855,0.769230769,0.221251283,2.239635636,6.680709365,8,6.709157522,10,8.236385841,4.433333333,3.621718114,6.082899974,10,1.965459195,10,6.017235103,2.558973997,4.27672956,8.445415486,2.877838093,6.754012033,7.814181339,5.454525085,6.569382009
POL,2009,Poland,7.16,49,2,4.947058824,23.18,5.055409084,18.64664866,7,23.91,7,32,4,44,5.5,5.625616977,5.556509458,3.481056079,5.979186273,10,7.5,4.270864972,6.995831406,5.630519135,7.087811269,0.962962963,6.161716595,8.478019379,7.609903106,9.580118694,1.049703264,9.234804425,3.825977877,10,9.323235625,9.44,0.84,8.94,5.3,6.29,9.275,8.223333333,6.399895387,7.178168547,6.789031967,10,6.086429992,1.538461538,6.416287196,4.680392909,7.423189552,8,7.754054054,10,8.584684685,5.566666667,3.858240313,7.298262418,8,10,10,7.453861566,2.85536265,4.777777778,8.743448903,6.349848677,5.625896915,6.356968898,5.78488397,7.27447674
PRT,2009,Portugal,7.17,47,2,4.326470588,25.29,4.042067959,22.36561059,8,19.42,5,42,2,58,3.5,4.967134637,5.475829019,3.135714315,6.730924879,10,8.333333333,5.552314094,7.548637607,6.756560582,7.720433558,1,6.805971932,9.079575714,4.602121429,9.514162991,1.214592522,9.835,-0.825,10,9.607184676,9.44,0.84,8.94,5.3,6.29,9.275,8.223333333,7.73551441,7.886451578,7.810982994,10,6.668513889,6.153846154,6.416287196,6.412882413,8.111799685,5,9.434218844,10,8.144739615,5.566666667,2.180092485,5.276836445,6,1.965459195,10,5.164842465,2.536166403,2.857142857,9.627824988,6.832709054,6.38503333,6.659620713,5.816416224,6.375332768
QAT,2009,Qatar,,,,,,,,,,,,,,,,,,,,,,,,,0.615384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROU,2009,Romania,7.45,26,1,8.573529412,10.85,6.503071698,13.33372687,7,24.31,10,16,3,48,6.5,7.144150277,4.12367869,3.196571414,5.286908626,8.333333333,6.666666667,4.849985116,8.665511992,5.266142891,7.779122276,1,6.018657889,8.149744242,9.25127879,9.104445845,2.238885388,8.882467301,5.587663497,10,9.034164347,9.44,0.84,8.94,5.3,6.29,9.275,8.223333333,6.505606339,8.346711621,7.42615898,10,5.695046957,7.692307692,6.416287196,6.601213948,8.062676566,5,8.120521747,10,7.706840582,3.333333333,4.733528718,6.623697172,8,9.59827296,10,7.048138697,3.198614126,4.15,9.649572422,5.399188499,7.066659456,7.511529524,6.162594005,6.972524428
RUS,2009,Russia,6.43,95,3,3.35,28.61,4.800068303,19.58374933,10,14.69,10,13,7,35,8.5,6.662517076,2.872364695,3.12940644,3.231463072,7.5,6.666666667,7.532699089,9.154461664,2.892366334,5.764528652,0.962962963,5.315698972,8.280117013,8.599414936,7.233538346,6.916154134,7.669184429,11.65407786,10,8.295709947,0.78,13.83,7.9,10.5,4.246,14.385,4.308666667,4.174010633,4.898267335,4.536138984,10,4.214307902,5,1.327507696,3.513938533,5.589686046,5,9.159171963,10,8.053057321,5,4.764589128,6.66646203,8,9.196545919,3,6.104599513,2.4482285,6.751361162,8.99545882,3.528081502,0,6.41301553,4.689357586,6.28233814
RWA,2009,Rwanda,6.89,71,3,9.117647059,9,8.673141029,5.369572423,0,51.17,,,,,,5.930262696,6.801806667,5.53877,6.592345,5.4,,3.949347072,8.829057443,8.029513333,8.973263333,0.931034483,6.531012413,8.698675944,6.50662028,8.403000021,3.992499947,7.92703309,10.36483455,5,7.507177264,7.573333333,3.64,6.26,18.7,6.0356,9.911,6.622977778,4.325063333,5.106998349,4.716030841,10,6.033983333,2.307692308,1.548758978,3.29681154,6.15895504,8,8.6517647,9,8.550588233,8.9,5.933835,7.993258333,10,7.991364799,10,8.469743022,6.718118333,,9.811511106,7.463308333,7.098826335,8.341019683,7.886556758,8.302296004
SAU,2009,Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,0.413793103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEN,2009,Senegal,6.05,112,4,7.285294118,15.23,10,0,6,27.78,0,61,0,61,0,5.821323529,3.488938451,4.079709502,5.070387635,3.333333333,5,3.389826813,2.694293026,5.394509353,7.937155449,0.75862069,3.945969026,9.317028187,3.414859066,8.984976342,2.537559146,9.789842382,-1.050788091,0,7.022961728,7.273333333,4.09,7.62,11.9,7.2868,6.783,7.393377778,5.85607203,8.368110629,7.11209133,10,5.496778768,0.769230769,4.425025653,3.563678397,7.017286876,10,8.487466617,10,9.495822206,3.9,4.850320988,5.928315677,6,6.886615438,0,4.594208684,4.034135797,,8.408615945,4.355335654,6.663361897,2.534588572,5.199207573,6.429746154
SRB,2009,Serbia,6.58,87,3,5.760171492,20.41541693,4.143460732,21.99349911,8,15.01,10,15,5,37,7.5,6.350908056,2.545155245,2.71355525,3.68195781,6.666666667,5.833333333,3.923004635,7.392649047,4.377241677,5.709415589,1,4.760331028,8.912335897,5.438320516,8.52450214,3.68874465,8.443574933,7.782125334,5,7.720103242,8.453333333,2.32,8.54,7.3,7.1676,7.081,8.053644444,5.699962612,8.284267619,6.992115116,10,5.242586558,0.769230769,6.084410272,4.032075867,7.269458857,10,8.800191685,10,9.600063895,2.233333333,4.605945481,6.789348951,10,7.656592265,3,5.714203338,2.216602259,5,9.481128816,4.19673656,3.072021851,6.872597915,5.1398479,6.818038378
SYC,2009,Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,0.974358974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLE,2009,Sierra Leone,6.18,108,4,8.764705882,10.2,10,0,4,37.64,,,,,,7.588235294,,3.8,,4.166666667,5.833333333,1.583376028,4.364388481,,,0.821428571,3.59691425,8.215209088,8.92395456,8.795826923,3.010432693,8.149544044,9.252279781,5,7.540145014,6.526666667,5.21,7.28,13.6,6.3008,9.248,6.702488889,,6.048917445,6.048917445,10,,2.5,1.438133337,1.969066669,6.180118251,2,6.149513528,9,5.716504509,5.566666667,,,6,0,10,5.391666667,,,8.45295726,,6.187561418,5.998270451,6.879596377,5.995922517
SGP,2009,Singapore,8.72,2,1,5.464705882,21.42,10,0.053174973,7,,10,20,10,20,10,8.116176471,7.73046509,8.031347257,8.90217987,8.333333333,8.333333333,7.766531454,8.985112348,9.053080348,8.416616669,0.962962963,8.239209844,7.445474915,12.77262542,9.331932888,1.670167779,9.879275654,0.60362173,10,9.164170864,10,0,10,0,10,0,10,8.732964206,9.49560871,9.114286458,10,8.489275489,6.923076923,10,8.470784137,9.396267649,10,7.716071715,10,9.238690572,10,8.20310308,8.464306657,10,10,0,7.777901623,7.557495915,8.145833333,9.896597278,9.371666848,9.96434704,9.058416577,8.999059498,8.671883898
SVK,2009,Slovak Rep,7.42,29,1,4.491176471,24.73,4.228554389,21.68120539,8,16.19,10,19,3,48,6.5,5.804932715,3.174959003,2.433497793,5.412265413,10,6.666666667,4.383717124,9.678712963,4.59600701,7.206643526,1,5.950274389,9.692678751,1.536606247,9.515254655,1.211863361,9.676979072,1.615104641,10,9.721228119,9.44,0.84,8.94,5.3,6.29,9.275,8.223333333,7.479394655,7.552832559,7.516113607,10,7.659781201,5.384615385,6.416287196,6.486894594,8.056585384,10,7.157235353,10,9.052411784,6.666666667,3.973099839,7.182255272,8,8.794818879,10,7.436140109,3.071271891,6.827956989,9.394994341,4.961199697,6.214884827,7.119203098,6.264918474,7.584490123
SVN,2009,Slovenia,7.02,64,2,3.838682401,26.94847984,3.945692599,22.71930816,8,19.84,4,41,1,60,2.5,4.57109375,5.411575294,3.961106309,6.041708894,9.166666667,7.5,4.228332095,7.174092565,6.177261542,8.400732654,0.925925926,6.212338998,9.193755098,4.031224512,9.508731131,1.228172172,9.828815977,0.855920114,10,9.632825551,9.44,0.84,8.94,5.3,6.29,9.275,8.223333333,6.8311397,7.510034544,7.170587122,10,5.115132622,3.846153846,6.416287196,5.125857888,7.629944586,8,8.534135616,10,8.844711872,2.233333333,2.90554797,5.375019058,8,7.321819732,10,5.972620016,4.108381725,2.916666667,9.660368383,6.7737106,7.519499723,7.085575118,6.344033703,7.05378853
ZAF,2009,South Africa,6.52,92,3,4.257052399,25.52602184,8.341183985,6.587854776,2,40.63,6,40,5,41,5.5,5.024559096,6.16473932,6.537220427,7.339774152,8.333333333,4.166666667,3.925506183,6.653759412,4.052286383,1.788324172,1,5.440178894,9.012326085,4.938369574,9.083959563,2.290101093,8.575,7.125,5,7.917821412,9.066666667,1.4,8.46,7.7,3.9324,15.169,7.153022222,6.131984267,5.463769397,5.797876832,10,5.881401985,0.769230769,7.965046175,4.871892976,6.955698008,10,8.859004357,10,9.619668119,4.433333333,2.493022102,3.577058449,8,8.145875199,10,6.108214847,3.331768023,2.362869198,9.232609504,5.998096511,8.039560431,7.758134706,6.120506396,7.282796454
ESP,2009,Spain,7.27,42,2,3.766214948,27.19486918,4.783104831,19.64600527,7,21.01,6,35-43,6,35-43,6,5.387329945,4.696791146,4.394341622,6.540801086,8.333333333,8.333333333,5.538282488,7.32596394,7.809129286,7.065670893,1,6.670849681,8.983850076,5.08074962,9.38255739,1.543606526,9.920231826,-0.398840869,10,9.571659823,9.44,0.84,8.94,5.3,6.29,9.275,8.223333333,6.705585461,8.785572658,7.745579059,10,6.889113817,3.076923077,6.416287196,5.460774697,7.857421772,10,9.052967063,10,9.684322354,2.233333333,2.404144092,4.477346027,6,5.179275517,10,5.049016495,2.928968229,2.820512821,8.292345841,6.55865784,7.033048337,7.791762686,5.904215959,6.879184936
LKA,2009,Sri Lanka,6.35,98,3,5.432642433,21.52901573,9.073569482,3.9,6,26.91,7,35,5,38,6,6.626552979,6.087630673,5.257409015,5.69587266,3.333333333,5,3.614643447,6.754935978,4.526812747,5.85947034,1,5.125567577,9.118710464,4.406447678,8.360219584,4.09945104,9.298318802,3.508405991,0,6.694312213,6.146666667,5.78,7.76,11.2,5.0272,12.432,6.311288889,5.253020421,7.21746052,6.23524047,10,5.941470298,0,8.518174381,4.81988156,6.84160273,5,6.85005005,10,7.283350017,10,4.166852613,6.769605098,8,0,10,6.489409618,3.875916465,3.399122807,8.822697269,5.193235058,5.01236304,7.130412424,5.572291177,6.448350271
SUR,2009,Suriname,,,,,,,,,,,,,,,,,,,,,,,,,0.974358974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWZ,2009,Swaziland,,,,,,,,0,52.72,,,,,,,,,,,,,,,,0.692307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWE,2009,Sweden,7.39,33,1,1.089688728,36.29505832,3.907258757,22.86036036,7,20.14,2,52-59,0,63-69,1,3.249236871,9.258991778,8.271048311,8.803995844,9.166666667,10,4.740379942,8.881571626,8.542774822,8.000361333,1,8.407310036,8.688781609,6.556091957,9.650570406,0.873573984,9.944314258,-0.278428708,10,9.570916568,9.44,0.84,8.94,5.3,6.29,9.275,8.223333333,8.6140124,9.119191676,8.866602038,10,8.3624794,3.076923077,6.416287196,5.951896558,8.260457982,10,9.455441962,10,9.818480654,6.666666667,3.109900378,3.427194644,6,10,3,5.367293615,5.067997933,1.923076923,9.465255416,9.412623885,8.834843475,8.632462171,7.222709967,7.469494745
CHE,2009,Switzerland,8.28,3,1,6.958035947,16.34267778,5.653405995,16.452,10,13.03,9,26-42,7,35-49,8,7.652860486,8.976519565,7.349250923,9.024138351,10,8.333333333,5.863675786,9.566127705,8.770550579,8.669891206,1,8.50594305,7.63104395,11.84478025,9.626734466,0.933163834,9.903884018,-0.48057991,10,9.290415609,9.86,0.21,8.7,6.5,0,29.445,6.186666667,5.410286622,8.93185967,7.171073146,10,8.027774596,3.846153846,6.74816412,6.207364188,7.391276,8,9.262259767,10,9.087419922,10,7.912845931,7.798419909,10,10,5,8.45187764,5.347352589,7.785388128,9.248434829,8.801477729,8.314806952,9.293812433,8.131878777,8.55705878
SYR,2009,Syria,5.79,124,4,6.849978114,16.71007441,8.967029973,4.291,2,46.55,9,22,5,39,7,6.204252022,3.134779051,3.025720878,5.723256325,3.333333333,8.333333333,3.219695307,4.640914488,4.469904392,9.364754941,0.586206897,3.987168265,8.996330607,5.018346967,5.785654926,10.53586269,9.415820576,2.920897118,5,7.299451527,8.366666667,2.45,7.16,14.2,3.184,17.04,6.236888889,4.780587304,7.595630575,6.188108939,10,3.677116181,0.833333333,0,1.503483172,5.98212025,0,4.51464504,10,4.838215013,7.233333333,4.082248489,7.152325603,8,10,0,6.077984571,2.219327903,,8.019370176,3.511936323,7.803129559,6.233666307,5.557486054,5.491228546
TWN,2009,Taiwan,7.39,33,1,5.214942822,22.2691944,9.31880109,3,4,30.34671876,7,40,5,40,6,6.133435978,5.996677344,5.080373474,7.74998043,6.666666667,8.333333333,5.545583995,7.867494141,7.298816,7.462812512,0.962962963,6.761506396,9.267808388,3.660958059,9.504103551,1.239741122,9.82541038,-0.872948098,10,9.64933058,9.683918215,0.474122678,8.78,6.1,4.0464,14.884,7.503439405,6.143276486,8.409155624,7.276216055,10,5.919174579,,4.20377437,5.061474474,7.460282483,8,7.968701055,10,8.656233685,2.233333333,5.916508315,7.883893165,10,1.965459195,3,5.166532335,4.529349499,5.923076923,9.476683712,6.725718248,8.420810767,6.98469118,7.010055055,6.944273691
TJK,2009,Tajikistan,,,,,,,,0,76.74,,,,,,,,,,,,,,,,0.925925926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZA,2009,Tanzania,6.42,96,3,5.573529412,21.05,9.875476839,0.957,4,30.01,8,30,3,48,5.5,6.237251563,4.176972374,4.326262731,4.421080516,6.666666667,8.333333333,6.113920733,7.174026219,4.680005023,6.12399877,0.888888889,5.458497088,7.992380666,10.03809667,9.537955187,1.155112033,7.571554425,12.14222787,5,7.525472569,8.513333333,2.23,7.48,12.6,5.212,11.97,7.068444444,5.346745902,6.216603465,5.781674683,10,5.340492424,0,4.425025653,3.255172692,6.526322955,8,6.739072462,10,8.246357487,1.1,4.509998933,5.1306033,10,9.072937599,5,5.802256639,3.899781034,5.087719298,8.746932584,3.640790845,0.580651872,8.071995848,5.004645247,6.351086458
THA,2009,Thailand,6.69,82,3,6.038532895,19.46898816,9.294134265,3.090527247,6,27.13,7,37,7,37,7,7.08316679,5.533049598,5.122452615,4.852288552,5.833333333,4.166666667,6.107323985,8.548743205,4.647054828,5.988911621,0.925925926,5.435372158,8.96828511,5.15857445,9.533650268,1.165874331,9.830856782,-0.845716092,0,7.08319804,9.553333333,0.67,8.02,9.9,4.7332,13.167,7.435511111,5.97412769,8.179025602,7.076576646,10,5.991336109,1.538,1.216882054,2.915406055,6.856873453,8,8.86830598,10,8.956101993,6.666666667,5.810158207,6.338596747,10,5.364687997,0,5.696684936,4.341519667,4.746376812,8.916645971,4.846257284,8.357828106,7.040737812,6.374894275,7.009227068
TLS,2009,Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TGO,2009,Togo,5.57,129,4,8.411764706,11.4,9.389147715,2.741827885,4,34.51,,,,,,7.266970807,,4,,0,5,3.147057395,0.726753915,,,0.827586207,2.352799998,8.099579885,9.502100573,8.821283454,2.946791365,9.609026186,1.954869072,0,6.632472381,7.086666667,4.37,7.62,11.9,7.2868,6.783,7.331155556,,6.403935471,6.403935471,10,,0.769230769,0.221251283,0.495241026,6.057583013,5,6.9394259,10,7.313141967,1.666666667,,,8,7.087478958,0,4.188536406,,,4.131613912,,4.153426281,6.973481854,5.086174016,5.529284129
TTO,2009,Trinidad & Tob.,6.61,84,3,5.773529412,20.37,8.237057221,6.97,0,93.96,9,25,5,39,7,5.252646658,6.109104823,4.722131678,5.362383188,8.333333333,4.166666667,2.964498047,4.637344865,4.016366203,3.169627466,0.974358974,4.769333523,7.845248684,10.77375658,5.806583633,10.48354092,8.605725879,6.971370604,10,8.064389549,8.886666667,1.67,8.5,7.5,5.468,11.33,7.618222222,6.491476529,7.804361589,7.147919059,10,6.1374579,6.153846154,5.531282066,5.94086204,7.67675083,8,7.307707708,9,8.102569236,10,4.859054586,5.843511339,10,4.375821436,10,7.51306456,4.114525419,5.345528455,8.614885556,5.048548552,6.652806828,7.646041442,6.237056042,7.284229946
TUN,2009,Tunisia,6.71,80,3,5.652941176,20.78,7.049746508,11.32743032,10,14.34,7,35,4,50.65,5.5,7.050671921,6.31113551,6.688134168,7.307143722,6.666666667,8.333333333,4.881959393,7.25779119,7.507143868,8.991570482,0.724137931,6.124988346,8.628620081,6.856899596,9.366451854,1.583870364,9.233110953,3.834445236,0,6.807045722,8.813333333,1.78,5.7,21.5,3.376,16.56,5.963111111,6.187012697,8.013092603,7.10005265,7.155110793,5.975404481,0.769,6.969415403,4.571273295,6.197386962,5,9.229433596,10,8.076477865,7.233333333,5.331053432,5.481939672,10,8.794818879,3,6.640190886,5.275504803,5.833333333,9.595295821,7.337072117,7.783484338,8.385856989,7.368424567,7.361697773
TUR,2009,Turkey,6.83,75,3,6.746959907,17.06033631,5.640326975,16.5,7,21.65,7,35,7,35,7,6.596821721,4.006962989,4.169209224,5.078840781,3.333333333,7.5,6.157025018,8.900470863,4.292781186,5.811243645,0.925925926,5.269533099,8.18082549,9.095872552,8.7274312,3.181422,8.749804674,6.250976631,10,8.914515341,9.626666667,0.56,8.06,9.7,1.192,22.02,6.292888889,6.08201294,8.054137597,7.068075269,10,6.25217324,3.076923077,10,6.443032106,7.450999066,5,5.725930038,10,6.908643346,5.566666667,5.026242164,7.109831137,8,1.965459195,1,4.778033194,3.467611022,4.019607843,9.594766864,4.676173556,7.434182232,7.500320198,6.115443619,5.934040053
UGA,2009,Uganda,7.16,49,2,7.845859894,13.32407636,9.970299728,0.609,6,25.84,8,30,4,41,6,7.454039905,3.992210392,4.577573738,4.690827855,3.333333333,5.833333333,4.043606465,7.492882754,5.044946992,4.701628431,0.962962963,4.766765832,7.972063181,10.1396841,8.301844505,4.245388737,7.310552192,13.44723904,10,8.396114969,8.32,2.52,7.48,12.6,5.3128,11.718,7.0376,5.922332932,4.939312329,5.430822631,10,6.804910724,8.461538462,3.208143598,6.158197594,7.156655056,10,6.808008008,9,8.602669336,10,7.010928838,8.419283802,10,10,10,9.238368773,4.858392698,6.875,8.207965137,3.081543037,5.799655207,8.195298439,6.169642419,8.003560176
UKR,2009,Ukraine,5.89,119,4,4.761764706,23.81,3.869209809,23,10,6.4,10,15,4,41,7,6.407743629,1.663479376,2.105180146,2.661469318,8.333333333,6.666666667,5.342976591,6.44107314,3.30234796,6.630269139,0.928571429,4.622870965,7.203159142,13.98420429,7.257509811,6.856225472,6.821086262,15.89456869,0,5.320438804,9.446666667,0.83,9.08,4.6,7.8288,5.428,8.785155556,4.397382272,5.317482385,4.857432328,10,4.212502182,0.769230769,4.314400011,3.098710987,6.685324718,8,9.015288289,10,9.005096096,5.566666667,6.110067833,7.14639353,8,9.59827296,0,6.070233498,2.651854971,6.341719078,9.064263702,2.876999593,1.855300348,2.635472511,4.2376017,6.437643765
