cgdppc,Afghanistan,Angola,Albania,United Arab Emirates,Argentina,Armenia,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,Bosnia and Herzegovina,Belarus,Bolivia (Plurinational State of),Brazil,Barbados,Botswana,Central African Republic,Canada,Switzerland,Chile,China,Côte d'Ivoire,Cameroon,D.R. of the Congo,Congo,Colombia,Comoros,Cabo Verde,Costa Rica,Czechoslovakia,Cuba,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,Ecuador,Egypt,Spain,Estonia,Ethiopia,Finland,France,Gabon,United Kingdom,Georgia,Ghana,Guinea,Gambia,Guinea-Bissau,Equatorial Guinea,Greece,Guatemala,"China, Hong Kong SAR",Honduras,Croatia,Haiti,Hungary,Indonesia,India,Ireland,Iran (Islamic Republic of),Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyzstan,Cambodia,Republic of Korea,Kuwait,Lao People's DR,Lebanon,Liberia,Libya,Saint Lucia,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,Morocco,Republic of Moldova,Madagascar,Mexico,TFYR of Macedonia,Mali,Malta,Myanmar,Montenegro,Mongolia,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,Namibia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,New Zealand,Oman,Pakistan,Panama,Peru,Philippines,Poland,Puerto Rico,D.P.R. of Korea,Portugal,Paraguay,State of Palestine,Qatar,Romania,Russian Federation,Rwanda,Saudi Arabia,Sudan (Former),Senegal,Singapore,Sierra Leone,El Salvador,Serbia,Sao Tome and Principe,Former USSR,Slovakia,Slovenia,Sweden,Swaziland,Seychelles,Syrian Arab Republic,Chad,Togo,Thailand,Tajikistan,Turkmenistan,Trinidad and Tobago,Tunisia,Turkey,"Taiwan, Province of China",U.R. of Tanzania: Mainland,Uganda,Ukraine,Uruguay,United States,Uzbekistan,Venezuela (Bolivarian Republic of),Viet Nam,Yemen,Former Yugoslavia,South Africa,Zambia,Zimbabwe
1847,,,,,,,2430,,,,2205,,,,,,,,,,,,,,,885,,,,,,,,,,,,,,,,,2073,,,,,,,,,2078,,2793,,,,,,,1241,,,,,,,710,,,,,,,1430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2258,1607,,,,,,,,769,,,1243,,,,,,,,,,,,,,,,,,1344,,,,,,,,,,,,,,,,,2816,,820,,,,1225,,
1848,,,,,,,2781,,,,2195,,,,,,,,,,,,,,,918,,,,,,,,,,,,,,,,,2160,,,,,,,,,1943,,2877,,,,,,,1337,,,,,,,736,,,,,,,1469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2303,1475,,,,,,,,772,,,1253,,,,,,,,,,,,,,,,,,1358,,,,,,,,,,,,,,,,,2888,,820,,,,,,
1849,,,,,,,2748,,,,2241,,,,,,,,,,,,,,,971,,,,,,,,,,,,,,,,,2266,,,,,,,,,1997,,2917,,,,,,,1370,,,,,,,709,,,,,,,1460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2380,1500,,,,,,,,773,,,1231,,,,,,,,,,,,,,,,,,1408,,,,,,,,,,,,,,,,,2814,,756,,,,,,
1850,,,,,2144,,2590,1788,,,2311,,,,,,,,,600,,,,2271,,1011,643,,,,,681,,,,1870,1294,,,1386,,,2367,,,,,2455,,,1035,2028,,2858,,,,,,,1384,,,,,,,688,,,,,,,1443,869,,910,,,,,,,,,,,,656,,,,,,,,795,,,,,,,,,,,,,,,,2434,1562,,1582,,,,,,793,,,1226,,,,,,,,,,,,,,,,,,1446,,,,,,,,,,,,,,,,2205,2825,,903,,,,1362,,
1851,,,,,,,3074,,,,2360,,,,,,,,,642,,,,,2333,1041,,,,,,,,,,,,,,1367,,,2226,,,,,2477,,,,1992,,2953,,,,,,,1695,,,,,,,708,978,,,,,,1443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2470,1600,,,,,,,,836,,,1316,,,,,,,,,,,,,,,,,,1417,,,,,,,,,,,,,,,,,2940,,866,,,,1612,,
1852,,,,,,,3605,,,,2407,,,,,,,,,624,,,,,2416,1050,,,,,,,,,,,,,,1385,,,2281,,,,,2572,,,,2115,,3051,,,,,,,1431,,,,,,,681,,,,,,,1422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2443,1623,,,,,,,,855,,,,,,,,,,,,,,,,,,,,,1387,,,,,,,,,,,,,,,,,3089,,903,,,,1691,,
1853,,,,,,,3947,,,,2455,,,,,,,,,586,,,,,2180,1021,,,,,,,,,,,,,,1373,,,2267,,,,,2572,,,,2005,,3123,,,,,,,1569,,,,,,,705,,,,,,,1392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2390,1708,,,,,,,,892,,,,,,,,,,,,,,,,,,,,,1405,,,,,,,,,,,,,,,,,3300,,958,,,,1816,,
1854,,,,,,,3457,,,,2590,,,,,,,,,566,,,,,1828,1037,,,,,,,,,,,,,,1402,,,2252,,,,,2597,,,,2094,,3239,,,,,,,1643,,,,,,,676,,,,,,,1299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2537,1788,,,,,,,,913,,,,,,,,,,,,,,,,,,,,,1419,,,,,,,,,,,,,,,,,3310,,977,,,,1765,,
1855,,,,,,,3280,,,,2591,,,,,,,,,571,,,,,2194,1066,,,,,,,,,,,,,,1379,,,2469,,,,,2723,,,,2055,,3132,,,,,,,1728,,,,,,,709,,,,,,,1312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2469,1825,,,,,,725,,936,,,1220,,,,,,,,,,,,,,,,,,1507,,,,,,,,,,,,,,,,,3237,,1014,,,,1895,,
1856,,,,,,,4003,,,,2715,,,,,,,,,592,,,,,2179,1067,,,,,,,,,,,,,,1487,,,2299,,,,,2591,,,,2142,,3307,,,,,,,1513,,,,,,,757,,,,,,,1316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2569,1789,,,,,,692,,933,,,,,,,,,,,,,,,,,,,,,1492,,,,,,,,,,,,,,,,,3305,,783,,,,1526,,
1857,,,,,,,3532,,,,2767,,,,,,,,,634,,,,,2323,1093,,,,,,,,,,,,,,1548,,,2306,,,,,2509,,,,2260,,3311,,,,,,,1961,,,,,,,726,,,,,,,1422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2525,1696,,,,,,802,,953,,,,,,,,,,,,,,,,,,,,,1533,,,,,,,,,,,,,,,,,3233,,903,,,,1807,,
1858,,,,,,,3012,,,,2768,,,,,,,,,674,,,,,3174,1132,,,,,,,,,,,,,,1529,,,2261,,,,,2555,,,,2414,,3218,,,,,,,1891,,,,,,,774,,,,,,,1477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2457,1795,,,,,,746,,996,,,,,,,,,,,,,,,,,,,,,1551,,,,,,,,,,,,,,,,,3248,,885,,,,1581,,
1859,,,,,,,3889,,,,2750,,,,,,,,,669,,,,,2883,1166,,,,,,,,,,,,,,1520,,,2382,,,,,2680,,,,2253,,3319,,,,,,,1861,,,,,,,775,,,,,,,1430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2371,1748,,,,,,729,,1044,,,,,,,,,,,,,,,,,,,,,1607,,,,,,,,,,,,,,,,,3336,,894,,,,1632,,
1860,,,,,2321,,3796,1925,,,2869,,,,,,,,,687,,,,2477,2380,1187,,,,,,794,,,,,,,,1592,,,2333,,,,,2779,,,1038,2404,,3355,,,,,,,1829,,,,,,,778,,,,,,,1422,858,,,,,,,,,,,,,,,,,,,,,,695,,,,,,,,,,,,,,,,2485,1816,,3058,,,,731,,1094,,,,,,,,,,,,,,,,,,,,,1636,,,,,,,,,,,,,,,,2681,3425,,949,,,,1691,,
1861,,,,,,,3738,,,,2891,,,,,,,,,681,,,,,2555,1178,,,,,,,,,,,,,,1587,,,2341,,,,,2781,,,1041,2248,,3314,,,,,,,1947,,,,,,,783,925,,,,,,1414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2418,1809,,,,,,688,,1117,,,1172,,,,,,,,,,,,,,,,,,1572,,,,,,,,,,,,,,,,,3354,,1023,,,,1592,,
1862,,,,,,,3592,,,,2946,,,,,,,,,648,,,,,2755,1161,,,,,,,,,,,1554,,,1701,,,2383,,,,,2782,,,974,2432,,3143,,,,,,,1965,,,,,,,731,,,,,,,1432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2515,1931,,,,,,680,,1108,,,,,,,,,,,,,,,,,,,,,1524,,,,,,,,,,,,,,,,,3459,,903,,,,1172,,
1863,,,,,,,3581,,,,3008,,,,,,,,,663,,,,,2629,1194,,,,,,,,,,,,,,1863,,,2504,,,,,2820,,,1041,2507,,3407,,,,,,,1756,,,,,,,734,,,,,,,1466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2563,1885,,,,,,746,,1116,,,,,,,,,,,,,,,,,,,,,1590,,,,,,,,,,,,,,,,,3683,,829,,,,1252,,
1864,,,,,,,3797,,,,3086,,,,,,,,,672,,,,,2404,1248,,,,,,,,,,,,,,1952,,,2455,,,,,2801,,,1052,2525,,3467,,,,,,,1596,,,,,,,725,,,,,,,1468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2666,1911,,,,,,712,,1144,,,,,,,,,,,,,,,,,,,,,1618,,,,,,,,,,,,,,,,,3804,,811,,,,1748,,
1865,,,,,,,3622,,,,3064,,,,,,,,,722,,,,,2681,1280,,,,,,,,,,,,,,1996,,,2512,,,,,2684,,,1034,2445,,3518,,,,,,,1706,,,,,,,744,,,,,,,1557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2672,1999,,,,,,706,,1164,,,1184,,,,,,,,,,,,,,,,,,1646,,,,,,,,,,,,,,,,,3607,,857,,,,1287,,
1866,,,,,,,3729,,,,3132,,,,,,,,,748,,,,,2615,1309,,,,,,,,,,,,,,2053,,,2491,,,,,2846,,,1041,2457,,3596,,,,,,,1628,,,,,,,759,,,,,,,1554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2774,1901,,,,,,735,,1183,,,1221,,,,,,,,,,,,,,,,,,1619,,,,,,,,,,,,,,,,,3579,,848,,,,1338,,
1867,,,,,,,4077,,,,3125,,,,,,,,,810,,,,,2289,1245,,,,,,,,,,,,,,2102,,,2465,,,,,2802,,,963,2303,,3578,,,,,,,1719,,,,,,,783,,,,,,,1419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2681,1916,,,,,,733,,1220,,,1250,,,,,,,,,,,,,,,,,,1643,,,,,,,,,,,,,,,,,3697,,765,,,,1585,,
1868,,,,,,,4139,,,,3215,,,,,,,,,810,,,,,2788,1281,,,,,,,,,,,,,,2274,,,2483,,,,,2449,,,1090,2518,,3718,,,,,,,1739,,,,,,,757,,,,,,,1448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2698,1900,,,,,,730,,1253,,,1255,,,,,,,,,,,,,,,,,,1496,,,,,,,,,,,,,,,,,3745,,774,,,,1602,,
1869,,,,,,,4057,,,,3332,,,,,,,,,810,,,,,3067,1383,,,,,,,,,,,,,,2331,,,2599,,,,,2534,,,1197,2549,,3717,,,,,,,1715,,,,,,,746,,,,,,,1467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2787,2000,,,,,,820,,1255,,,1280,,,,,,,,,,,,,,,,,,1602,,,,,,,,,,,,,,,,,3845,,857,,,,1583,,
1870,,,658,,2514,,4292,2018,,,3368,,,,1487,,,,,751,,,,2894,2927,1397,751,,,,,937,,,,2017,,,,2362,,,2684,,,624,1146,2604,,,1238,2383,,3846,,908,,,,,1668,,1235,,,,790,767,878,2386,917,917,,,1503,847,1070,985,,,,,480,,,1452,,,,991,,,,,1049,,,789,,,,706,,,,,,,1133,,,,,2877,2095,451,4285,,,,933,764,1267,,247,1295,,623,,,,,795,,,971,,,,,,,,1807,,,1345,,,738,,,,919,1451,907,,,,3286,3736,,848,683,,463,1681,,
1871,,,,,,,4326,2144,,,3357,,,,,,,,,751,,,,2997,2982,1373,,,,,,942,,,,,,,,2390,,,2670,,,,,2805,,,1224,2413,,3824,,,,,,,1601,,,,,,,767,,,,,,,1469,,,991,,,,,,,,,,,,962,,,,,,,,,,,,,,,,,,,,,,,,2841,2190,,4361,,,,973,,1269,,,1239,,,,,,,,,,,,,,,,,,1869,,,,,,,,,,,,,,,,3286,3825,,829,,,,1685,,
1872,,,,,,,4660,2141,,,3534,,,,,,,,,777,,,,2912,2641,1428,,,,,,946,,,,,,,,2602,,,2796,,,,,3234,,,1244,2641,,3805,,,,,,,1555,,,,,,,785,,,,,,,1437,,,996,,,,,,,,,,,,913,,,,,,,,,,,,,,,,,,,,,,,,2874,2252,,4870,,,,986,,1288,,,1267,,,,,,,,,,,,,,,,,,1903,,,,,,,,,,,,,,,,3848,3883,,839,,,,2484,,
1873,,,,,,,5039,2072,,,3564,,,,,,,,,754,,,,3138,2652,1514,,,,,,951,,,,,,,,2706,,,2761,,,,,3494,,,1297,2455,,3870,,,,,,,1832,,,,,,,769,,,,,,,1439,,,1003,,,,,,,,,,,,918,,,,,,,,,,,,,,,,,,,,,,,,2961,2348,,5296,,,,979,,1331,,,1312,,,,,,,,,,,,,,,,,,1941,,,,,,,,,,,,,,,,3935,3980,,903,,,,2140,,
1874,,,,,,,5079,2146,,,3687,,,,,,,,,766,,,,3150,3197,1462,,,,,,956,,,,,,,,2890,,,2821,,,,,3190,,,1308,2771,,3908,,,,,,,1734,,,,,,,758,,,,,,,1523,,,1010,,,,,,,,,,,,902,,,,,,,,,,,,,,,,,,,,,,,,2879,2295,,5313,,,,990,,1354,,,1283,,,,,,,,,,,,,,,,,,2030,,,,,,,,,,,,,,,,3502,3862,,995,,,,2039,,
1875,,,,,2801,,5507,2137,,,3685,,,,,,,,,777,,,,3024,3596,1533,,,,,,961,,,,,,,,2889,,,2848,,,,,3278,,,1316,2866,,3975,,,,,,,1661,,,,,,,786,,,,,,,1541,,,1082,,,,,,,,,,,,909,,,,,,,,,,,,,,,,,,,,,,,,3073,2373,,5098,,,,907,,1358,,,1274,,,,519,,,,,,,,,,,,,,1974,,,,,,,,,,,,,,,,2897,3971,,885,,,,2274,,
1876,,,,,2805,,5359,2167,,,3738,,,,,,,,,748,,,,2775,3392,1487,,,,,,966,,,,,,,,2846,,,2880,,,,,3378,,,1368,2633,,3984,,,,,,,1653,,,,,,,781,,,,,,,1513,,,1048,,,,,,,,,,,,918,,,,,,,,,,,,,,,,,,,,,,,,3110,2459,,5009,,,,997,,1395,,,1237,,,,497,,,,,,,,,,,,,,2115,,,,,,,,,,,,,,,,3156,3928,,922,,,,2542,,
1877,,,,,3031,,5424,2221,,,3787,,,,,,,,,727,,,,2914,3051,1427,,,,,,970,,,,,,,,2808,,,2772,,,,,3746,,,1316,2777,,3991,,,,,,,1553,,,,,,,792,,,,,,,1533,,,1072,,,,,,,,,,,,923,,,,,,,,,,,,,,,,,,,,,,,,3176,2450,,5505,,,,912,,1419,,,1287,,,,508,,,,,,,,,,,,,,2084,,,,,,,,,,,,,,,,3070,3966,,931,,,,2397,,
1878,,,,,2815,,5776,2275,,,3899,,,,,,,,,763,,,,2755,3197,1461,,,,,,975,,,,,,,,2920,,,2854,,,,,3593,,,1274,2744,,3977,,,,,,,1709,,,,,,,815,,,,,,,1581,,,1060,,,,,,,,,,,,835,,,,,,,,,,,,,,,,,,,,,,,,3197,2354,,5904,,,,788,,1450,,,1280,,,,524,,,,,,,,,,,,,,2025,,,,,,,,,,,,,,,,3286,4044,,995,,,,2339,,
1879,,,,,2863,,5705,2240,,,3938,,,,,,,,,769,,,,2963,3233,1660,,,,,,980,,,,,,,,2831,,,2923,,,,,3335,,,1268,2577,,3931,,,,,,,1776,,,,,,,810,,,,,,,1596,,,1116,,,,,,,,,,,,896,,,,,,,,,,,,,,,,,,,,,,,,3071,2466,,4934,,,,665,,1477,,,1274,,,,532,,,,,,,,,,,,,,2153,,,,,,,,,,,,,,,,2810,4446,,977,,,,2593,,
1880,,,,,2748,,5842,2252,,,4136,,,,,,,,,734,,,,3040,3342,1808,,,,,,985,,,,,,,,2792,,,2975,,,624,,3629,,,1255,2812,,4090,,,,,,,1746,,,,,,,982,,,,,,,1631,865,,1153,,,,,,,,,,,,967,,,,,,,,,,,,,,,,,,,,,,,,3276,2558,,5179,,,,479,,1518,,,1258,,,,662,,,,,,,,,,,,,,2118,,,,,,,,,,,,,,,,3070,4866,,1032,,,,2996,,
1881,,,,,2731,,6102,2324,,,4180,,,,,,,,,740,,,,3406,3469,1862,,,,,,990,,,,,1846,,,2854,,,2983,,,,,3654,,,1206,2924,,4211,,,,,,,1697,,,,,,,1034,,,,,,,1691,,,1108,,,,,,,,,,,,1032,,,,,,,,,,,,,,,,,,,,,,,,3326,2513,,5204,,,,437,,1552,,,1289,,,,493,,,,,,,,,,,,,,2211,,,,,,,,,,,,,,,,2767,4914,,1032,,,,2831,,
1882,,,,,3341,,5591,2318,,,4309,,,,,,,,,757,,,,3514,3308,2015,,,,,,995,,,,,,,,2895,,,3069,,,,,3668,,,1307,3067,,4312,,,,,,,1807,,,,,,,993,,,,,,,1722,,,1127,,,,,,,,,,,,1089,,,,,,,,,,,,,,,,,,,,,,,,3401,2624,,5040,,,,463,,1593,,,1318,,,,647,,,,,,,,,,,,,,2146,,,,,,,,,,,,,,,,3027,5101,,1014,,,,2682,,
1883,,,,,3624,,6188,2393,,,4359,,,,,,,,,737,,,,3474,3395,2007,,,,,,1000,,,,,,,,3050,,,3156,,,,,3719,,,1336,3082,,4326,,,,,,,1800,,,,,,,969,,,,,,,1749,,,1118,,,,,,,,,,,,1096,,,,,,,,,,,,,,,,,,,,,,,,3644,2699,,4831,,,,424,,1631,,,1339,,,,596,,,,,,,,,,,,,,2325,,,,,,,,,,,,,,,,3545,5102,,1060,,,,2062,,
1884,,,,,3747,,5979,2436,,,4386,,,,,,,,,787,,,,3698,3832,2022,,,,,,1005,,,,,,,,3115,,,3144,,,,,3730,,,1325,3051,,4313,,,,,,,2024,,,,,,,1043,969,,,,,,1733,,,1116,,,,,,,,,,,,1053,,,,,,,,,,,,,,,,,,,,,,,,3700,2652,,5118,,,,508,,1656,,,1373,,,,507,,,,,,,,,,,,,,2292,,,,,,,,,,,,,,,,3459,5074,,1124,,,,1869,,
1885,,,,,4196,,6172,2400,,,4427,,,,,,,,,730,,,,3427,4226,1905,,,,,,1010,,,,,,,,3184,,,3135,,,,,3590,,,1338,3004,,4269,,,,,,,2184,,,,,,,1042,1002,,,,,,1769,,,1149,,,,,,,,,,,,980,,,,,,,,,,,,,,,,,,,,,,,,3770,2650,,4959,,,,475,,1677,,,1397,,,,610,,,,,,,,,,,1728,,,2351,,,,,,,,,,,,,,,,3891,4997,,1041,,,,1578,,
1886,,,,,4053,,6071,2456,,,4487,,,,,,,,,754,,,,3423,4361,1964,,,,,,1015,,,,,,,,3192,,,3228,,,,,3506,,,1386,3060,,4314,,,,,,,2089,,,,,,,1024,973,,,,,,1819,,,1224,,,,,,,,,,,,943,,,,,,,,,,,,,,,,,,,,,,,,3817,2699,,4979,,,,498,,1684,,,1461,,,,675,,,,,,,,,,,1661,,,2391,,,,,,,,,,,,,,,,4021,5034,,1106,,,,1864,,
1887,,,,,4128,,6525,2605,,,4665,,,,,,,,,704,,,,3487,4277,2082,760,,,,,1010,,,,,,,,3300,,,3316,,,,,3429,,,1386,3093,,4463,,,,,,,2161,,,,,,,1025,1020,,,,,,1876,,,1271,,,,,,,,,,,,1100,,,,,,,,,,,,,,,,,,,,,,,,3900,2764,,4982,,,,460,,1680,,,1479,,,,628,,,,,,,,,,,1943,,,2337,,,,,,,,,,,,,,,,3286,5147,,1143,,,,2127,,
1888,,,,,4533,,6374,2577,,,4700,,,,,,,,,677,,,,3690,4390,1958,,,,,,1005,,,,,,,,3411,,,3315,,,,,3564,,,1415,3136,,4640,,,,,,,2210,,,,,,,1015,1032,,,,,,1878,,,1201,,,,,,,,,,,,1072,,,,,,,,,,,,,,,,,,,,,,,,3939,2916,,4913,,,,509,,1708,,,1484,,,,651,,,,,,,,,,,1869,,,2393,,,,,,,,,,,,,,,,4108,5015,,1143,,,,2398,,
1889,,,,,4608,,6749,2532,,,4932,,,,,,,,,687,,,,3665,4226,2026,,,,,,1000,,,,,,,,3484,,,3337,,,,,3555,,,1441,3225,,4866,,,,,,,2058,,,,,,,1005,1006,,,,,,1832,,,1246,,,,,,,,,,,,1049,,,,,,,,,,,,,,,,,,,,,,,,4063,3026,,5117,,,,502,,1741,,,1445,,,,652,,,,,,,,,,,1738,,,2446,,,,,,,,,,,,,,,,3675,5216,,1189,,,,2374,,
1890,,,882,,4139,,6366,2647,,,5046,,,,,,,,735,751,,,,3883,4453,2174,810,,,,,995,,,,2608,,,,3572,,,3517,,,734,,3546,,,1501,3316,,4862,,,,,,,1943,,,,,,1066,967,1056,,,,,,1844,883,,1351,,,,,,,,,,,,1216,,,,,,,,1184,,,,,,,,,,,,,,,,3889,3040,,5192,,,,471,,1775,,,1498,,,,654,,,,,,,,,,,1731,,,2520,,,,,,951,,,,,,,,,,3243,5184,,1281,,,652,2391,,
1891,,,,,3903,,6695,2715,,,5040,,,,,,,,741,798,,,,3922,4178,2272,,,,,,990,,,,,,,,3542,,,3569,,,,,3613,,,1467,3411,,4835,,,,,,,1694,,,,,,,984,961,,,,,,1879,,,1277,,,,,,,,,,,,1207,,,,,,,,,,,,,,,,,,,,,,,,3888,3054,,5158,,,,501,,1799,,,1460,,,,670,,,,,,,,,,,1585,,,2676,,,,,,,,,,,,,,,,3286,5299,,1207,,,,2490,,
1892,,,,,4568,,5758,2746,,,5151,,,,2002,,,,751,692,,,,3850,4389,2247,,,,,,985,,,,,2531,,,3667,,,3636,,,,,3917,,,1391,3514,,4692,,,,,,,1767,,,,,,,1014,1041,,,,,,1893,,,1352,,,,,,,,,,,,1225,,,,,,,,,,,,,,,,,,,,,,,,3994,3059,,5254,,,,515,,1833,,,1443,,,,724,,,,,,,,,,,1735,,,2659,,,,,,,,,,,,,,,,3286,5697,,1088,,,,2430,,
1893,,,,,4738,,5368,2735,,,5214,,,,,,,,751,589,,,,3780,4406,2307,,,,,,980,,,,,,,,3827,,,3687,,,,,3748,,,1457,3591,,4663,,,,,,,1881,,,,,,,1035,1071,,,,,,1934,,,1347,,,,,,,,,,,,1225,,,,,,,,,,,,,,,,,,,,,,,,3940,3160,,5237,,,,481,,1861,,,1462,,,,699,,,,,,,,,,,1967,,,2743,,,,,,,,,,,,,,,,3459,5316,,1088,,,,2407,,
1894,,,,,5340,,5476,2865,,,5276,,,,,,,,781,589,,,,3911,4278,2227,,,,,,975,,,,,,,,3893,,,3735,,,,,3790,,,1521,3738,,4944,,,,,,,1923,,,,,,,1038,1090,,,,,,1956,,,1495,,,,,,,,,,,,1214,,,,,,,,,,,,,,,,,,,,,,,,4152,3312,,4948,,,,441,,1884,,,1433,,,,748,,,,,,,,,,,2236,,,2775,,,,,,,,,,,,,,,,3718,5064,,1069,,,,2339,,
1895,,,,,5786,,5094,2911,,,5385,,,,,,,,781,698,,,,3821,4426,2472,,,,,,970,,,,,,,,4044,,,3902,,,,,3726,,,1622,3675,,5068,,,,,,,1850,,,,,,,1029,1066,,,,,,1983,,,1500,,,,,,,,,,,,1263,,,,,,,,1326,,,,,,,,,,,,,,,,4158,3468,,5034,,,,467,,1904,,,1484,,,,742,,,,,,,,,,,2069,,,2930,,,,,,,,,,,,,,,,3632,5569,,1161,,,,2693,,
1896,,,,,6143,,5406,2926,,,5489,,,,,,,,730,634,,,,3678,4631,2527,,,,,,965,,,,,,,,4143,,,4003,,,,,3356,,,1706,3860,,5244,,,,,,,2032,,,,,,,1024,990,,,,,,2024,,,1404,,,,,,,,,,,,1266,,,,,,,,1347,,,,,,,,,,,,,,,,4309,3546,,5513,,,,511,,1944,,,1494,,,,758,,,,,,,,,,,2279,,,3027,,,,,,,,,,,,,,,,3675,5356,,1023,,,,2813,,
1897,,,,,4835,,5040,2957,,,5587,,,,,,,,748,624,,,,4026,4720,2402,,,,,,960,,,,,,,,4215,,,4050,,,,,3555,,,1765,3812,,5278,,,,,,,1726,,,,,,,1024,1174,,,,,,2039,,,1418,,,,,,,,,,,,1309,,,,,,,,1417,,,,,,,,,,,,,,,,4393,3704,,5460,,,,549,,1995,,,1569,,,,629,,,,,,,,,,,2241,,,3167,,,,,,,,,,,,,,,,3545,5761,,1051,,,,2631,,
1898,,,,,5094,,5759,3093,,,5676,,,,,,,,764,639,,,,4131,4837,2699,,,,,,956,,,,,,,,4346,,,4068,,,,,3784,,,1813,4005,,5497,,,,,,,1863,,,,,,,1015,1179,,,,,,2042,,,1668,,,,,,,,,,,,1359,,,,,,,,1478,,,,,,,,,,,,,,,,4436,3784,,5509,,,,576,,2050,,,1613,,,,749,,,,,,,,,,,2300,,,3297,,,,,,,,,,,,,,,,3070,5776,,1023,,,,3158,,
1899,,,,,5815,,5708,3126,,,5786,,,,1746,,,,767,627,,,,4458,4901,2593,,,,,,951,,,,,,,,4454,,,4194,,,,,3795,,,1746,4246,,5686,,,,,,,1902,,,,,,,1056,1090,,,,,,2077,,,1527,,,,,,,,,,,,1436,,,,,,,,1384,,,,,,,,,,,,,,,,4475,3783,,5586,,,,598,,2118,,,1658,,,,521,,,,,,,,,,,2441,,,3401,,,,,,,,,,,,,,,,3156,6191,,866,,,,2774,,
1900,,,1011,,4925,,5992,3122,,,5950,,,,,,,,790,606,,,,4630,5124,2533,840,,,,,946,,,,2996,,,,4596,,,4295,,,903,,3853,,,1813,4214,,5608,,,,,,,1698,,,,,,1218,1076,1131,,,,,,2144,928,,1575,,,,,,,,,,,,1502,,,,,,,,1374,,,,,,,,,,,,,,,,4402,3813,,5942,,,,604,,2174,,,1729,,,,710,,,,,,1506,,,,,2388,,,3438,,,,,,,,,,,,,,,,3027,6252,,885,,,697,1951,,
1901,,,,,4934,,5756,3102,,,5977,,,,,,,,817,652,,,,4913,4865,2556,,,,,,941,,,,,,,,4442,,,4429,,,921,,4154,,,1778,4161,,5572,,,,,,,1628,,,,,,,1049,1152,,,,,,2191,,,1611,,,,,,,,,,,,1387,,,,,,,,1477,,,,980,,,,,,,,,,,,4584,3865,,5839,,,,640,,,,,1686,,,,739,,,,,,1659,,,,,2448,,,3550,,,,,,,,,,,,1012,,,,3156,6822,,848,,,,2100,,
1902,,,,,4653,,5757,3190,,,6055,,,,,,,,790,638,,,,5270,4969,2695,,,,,,937,,,,,2448,,,4496,,,4491,,,939,,3944,,,1729,4105,,5682,,,,,,,2086,,,,,,,1016,1246,,,,,,2238,,,1508,,,,,,,,,,,,1368,,,,,,,,1356,,,,,,,,,,,,,,,,4742,3884,,6136,,,,672,824,,,,1681,,,,717,,,,,,1568,,,,,2660,,,3526,,,,,,,,,,,,1012,,,,3589,6756,,793,,,,2507,,
1903,,,,,5126,,6165,3186,,,6155,,,,,,,,788,637,,,,5260,4842,2529,,,,,,932,,,,,2561,,,4695,,,4714,,,958,,3905,,,1832,4207,,5590,,,,,,,2039,,,,,,,1062,1262,,,,,,2271,,,1593,,,,,,,,,,,,1426,,,,,,,,1493,,,,,,,,,,,,,,,,4705,3936,,6535,,,,709,984,,,,1691,,,,732,,,,,,1349,,,,,2477,,,3736,,,,,,,,,,,,1199,,,,3589,6955,,848,,,,3359,,
